233|1|17/12/2012|0|8.0|
233|1|18/12/2012|0|8.0|
233|1|19/12/2012|0|8.0|
233|1|20/12/2012|0|8.0|
233|1|28/12/2012|1|8.0|
233|1|29/12/2012|1|8.0|
233|1|02/01/2013|0|8.0|
233|1|03/01/2013|0|8.0|
233|1|04/01/2013|0|8.0|
233|1|07/01/2013|0|8.0|
233|1|08/01/2013|0|8.0|
233|1|09/01/2013|0|8.0|
233|1|10/01/2013|0|8.0|
233|1|11/01/2013|0|8.0|
233|1|14/01/2013|0|8.0|
233|1|15/01/2013|0|8.0|
233|1|16/01/2013|0|8.0|
233|1|17/01/2013|0|8.0|
233|1|19/01/2013|1|1.0|
243|1|17/12/2012|0|8.0|
243|1|18/12/2012|0|8.0|
243|1|19/12/2012|0|8.0|
243|1|20/12/2012|0|8.0|
243|1|28/12/2012|1|8.0|
243|1|02/01/2013|0|8.0|
243|1|03/01/2013|0|8.0|
243|1|04/01/2013|0|8.0|
243|1|05/01/2013|1|8.0|
243|1|07/01/2013|0|8.0|
243|1|08/01/2013|0|8.0|
243|1|09/01/2013|0|8.0|
243|1|10/01/2013|0|8.0|
243|1|11/01/2013|0|8.0|
243|1|14/01/2013|0|8.0|
243|1|15/01/2013|0|8.0|
243|1|16/01/2013|0|8.0|
243|1|17/01/2013|0|8.0|
250|1|17/12/2012|0|8.0|
250|1|18/12/2012|0|8.0|
250|1|19/12/2012|0|8.0|
250|1|20/12/2012|0|8.0|
250|1|02/01/2013|0|8.0|
250|1|03/01/2013|0|8.0|
250|1|04/01/2013|0|8.0|
250|1|07/01/2013|0|8.0|
250|1|08/01/2013|0|8.0|
250|1|09/01/2013|0|8.0|
250|1|10/01/2013|0|8.0|
250|1|11/01/2013|0|8.0|
259|1|17/12/2012|0|8.0|
259|1|18/12/2012|0|8.0|
259|1|19/12/2012|0|8.0|
259|1|20/12/2012|0|8.0|
259|1|02/01/2013|0|8.0|
259|1|03/01/2013|0|8.0|
259|1|04/01/2013|0|8.0|
259|1|07/01/2013|0|8.0|
259|1|08/01/2013|0|8.0|
259|1|09/01/2013|0|8.0|
259|1|10/01/2013|0|8.0|
259|1|11/01/2013|0|8.0|
259|1|14/01/2013|0|11.0|
259|1|15/01/2013|0|8.0|
259|1|16/01/2013|0|8.0|
259|1|17/01/2013|0|8.0|
259|1|18/01/2013|0|8.0|
265|1|15/12/2012|1|8.0|
